Classe;FormaCappello;ColoreCappello;Lividi;Odore;Dim_Lamelle;RadiceGambo;ColoreGambo_sotto_anello;Habitat
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Commestibile;Convessa;Camoscio;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Commestibile;Convessa;Viola;No;Nessuno;Strette;Assente;Bianco;Bosco
Commestibile;Piatta;Camoscio;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Nessuno;Larghe;Bulbo;Bianco;Nei prati
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Commestibile;Piatta;Grigio;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Viola;No;Nessuno;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Bianco;No;Creosoto;Strette;Bulbo;Bianco;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Marrone;No;Di pesce;Strette;Assente;Bianco;Bosco
Commestibile;Piatta;Camoscio;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Grigio;No;Creosoto;Strette;Bulbo;Bianco;Bosco
Velenoso;Piatta;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Commestibile;Piatta;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Commestibile;Piatta;Viola;No;Nessuno;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Bianco;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Commestibile;Convessa;Viola;No;Nessuno;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Commestibile;Piatta;Rosa;Si;Nessuno;Larghe;Assente;Rosso;In zone incolte
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Grigio;Si;Maleodorante;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Bianco;No;Creosoto;Strette;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Piatta;Rosa;Si;Nessuno;Larghe;Bulbo;Bianco;Tra l'erba
Velenoso;Piatta;Camoscio;Si;Maleodorante;Larghe;Bulbo;Bianco;In città
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Commestibile;Piatta;Viola;No;Nessuno;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Rosa;No;Creosoto;Strette;Bulbo;Bianco;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Commestibile;Convessa;Rosa;Si;Nessuno;Larghe;Assente;Bianco;In zone incolte
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Rosa;No;Creosoto;Strette;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Nei sentieri
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Marrone;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Velenoso;Piatta;Giallo;No;Maleodorante;Larghe;Bulbo;Rosa;Tra l'erba
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Giallo;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
Velenoso;Piatta;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Nei sentieri
